Timestamp,Open,High,Low,Close,Volume
2025-10-27 09:00:00,3066.5,3066.5,3066.5,3066.5,16549
2025-10-27 09:15:00,3067.2,3074.9,3060.2,3072.5,208355
2025-10-27 09:30:00,3072.9,3092.0,3068.5,3092.0,141881
2025-10-27 09:45:00,3092.0,3092.0,3083.6,3086.8,127178
2025-10-27 10:00:00,3086.2,3089.9,3085.0,3089.8,61659
2025-10-27 10:15:00,3089.8,3089.8,3083.4,3088.0,43588
2025-10-27 10:30:00,3086.8,3090.0,3085.1,3087.0,39690
2025-10-27 10:45:00,3088.5,3089.3,3085.2,3089.3,33408
2025-10-27 11:00:00,3089.3,3090.0,3086.5,3087.5,68934
2025-10-27 11:15:00,3086.5,3087.8,3082.8,3084.1,33482
2025-10-27 11:30:00,3084.2,3088.8,3083.1,3084.0,64427
2025-10-27 11:45:00,3083.5,3091.9,3081.0,3091.9,128963
2025-10-27 12:00:00,3091.9,3094.2,3090.1,3091.0,89465
2025-10-27 12:15:00,3091.3,3092.0,3087.1,3089.4,69197
2025-10-27 12:15:00,3088.4,3089.0,3085.3,3087.8,26149
